Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Influenza A (H1N1) 2009 Monovalent,States,Florida,2009-10,Race/Ethnicity,Hispanic,26.7,20.8 to 33.5,267
Influenza A (H1N1) 2009 Monovalent,States,Georgia,2009-10,Race/Ethnicity,Hispanic,42.5,29.2 to 57.0,73
Influenza A (H1N1) 2009 Monovalent,States,Hawaii,2009-10,Race/Ethnicity,Hispanic,36.2,27.4 to 45.9,171
Influenza A (H1N1) 2009 Monovalent,States,Illinois,2009-10,Race/Ethnicity,Hispanic,39.4,33.2 to 46.0,246
Influenza A (H1N1) 2009 Monovalent,States,Louisiana,2009-10,Race/Ethnicity,Hispanic,*,*,21
Influenza A (H1N1) 2009 Monovalent,States,Maine,2009-10,Race/Ethnicity,Hispanic,*,*,7
Influenza A (H1N1) 2009 Monovalent,States,Maryland,2009-10,Race/Ethnicity,Hispanic,32.3,20.9 to 46.2,103
Influenza A (H1N1) 2009 Monovalent,States,Massachusetts,2009-10,Race/Ethnicity,Hispanic,58.9,52.6 to 64.9,247
Influenza A (H1N1) 2009 Monovalent,States,Michigan,2009-10,Race/Ethnicity,Hispanic,*,*,5
Influenza A (H1N1) 2009 Monovalent,States,Minnesota,2009-10,Race/Ethnicity,Hispanic,51.9,40.9 to 62.8,89
Influenza A (H1N1) 2009 Monovalent,States,Mississippi,2009-10,Race/Ethnicity,Hispanic,*,*,22
Influenza A (H1N1) 2009 Monovalent,States,Missouri,2009-10,Race/Ethnicity,Hispanic,36.1,19.9 to 56.2,36
Influenza A (H1N1) 2009 Monovalent,States,Nebraska,2009-10,Race/Ethnicity,Hispanic,58.7,52.4 to 64.7,227
Influenza A (H1N1) 2009 Monovalent,States,New Jersey,2009-10,Race/Ethnicity,Hispanic,29.8,24.3 to 36.1,258
Influenza A (H1N1) 2009 Monovalent,States,New York,2009-10,Race/Ethnicity,Hispanic,39.8,33.6 to 46.4,383
Influenza A (H1N1) 2009 Monovalent,States,Ohio,2009-10,Race/Ethnicity,Hispanic,*,*,19
Influenza A (H1N1) 2009 Monovalent,States,Oklahoma,2009-10,Race/Ethnicity,Hispanic,45.2,33.2 to 57.7,156
Influenza A (H1N1) 2009 Monovalent,States,Rhode Island,2009-10,Race/Ethnicity,Hispanic,65.0,56.6 to 72.6,189
Influenza A (H1N1) 2009 Monovalent,States,South Carolina,2009-10,Race/Ethnicity,Hispanic,†,†,44
Influenza A (H1N1) 2009 Monovalent,States,Tennessee,2009-10,Race/Ethnicity,Hispanic,27.5,14.8 to 45.2,39
Influenza A (H1N1) 2009 Monovalent,States,Texas,2009-10,Race/Ethnicity,Hispanic,45.8,39.3 to 52.5,318
Influenza A (H1N1) 2009 Monovalent,National,U.S. Median,2009-10,Race/Ethnicity,Hispanic,43.2,,103
Influenza A (H1N1) 2009 Monovalent,States,Utah,2009-10,Race/Ethnicity,Hispanic,43.2,36.5 to 50.1,247
Influenza A (H1N1) 2009 Monovalent,States,Vermont,2009-10,Race/Ethnicity,Hispanic,*,*,8
Influenza A (H1N1) 2009 Monovalent,States,Virginia,2009-10,Race/Ethnicity,Hispanic,47.7,27.8 to 68.4,34
Influenza A (H1N1) 2009 Monovalent,States,Washington,2009-10,Race/Ethnicity,Hispanic,52.9,46.1 to 59.6,232
Influenza A (H1N1) 2009 Monovalent,States,West Virginia,2009-10,Race/Ethnicity,Hispanic,*,*,7
Influenza A (H1N1) 2009 Monovalent,States,Wyoming,2009-10,Race/Ethnicity,Hispanic,58.1,51.1 to 64.9,162
Influenza A (H1N1) 2009 Monovalent,States,Arkansas,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,23
Influenza A (H1N1) 2009 Monovalent,States,Colorado,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",28.7,16.5 to 45.0,66
Influenza A (H1N1) 2009 Monovalent,States,Florida,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,35
Influenza A (H1N1) 2009 Monovalent,States,Georgia,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,35
Influenza A (H1N1) 2009 Monovalent,States,Hawaii,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",47.1,42.0 to 52.2,615
Influenza A (H1N1) 2009 Monovalent,States,Illinois,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",51.9,39.3 to 64.3,69
Influenza A (H1N1) 2009 Monovalent,States,Louisiana,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,12
Influenza A (H1N1) 2009 Monovalent,States,Maine,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,19
Influenza A (H1N1) 2009 Monovalent,States,Maryland,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",51.0,36.7 to 65.0,115
Influenza A (H1N1) 2009 Monovalent,States,Massachusetts,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",64.7,58.3 to 70.5,239
Influenza A (H1N1) 2009 Monovalent,States,Michigan,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",30.9,19.0 to 46.1,47
Influenza A (H1N1) 2009 Monovalent,States,Minnesota,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",56.5,44.7 to 67.6,134
Influenza A (H1N1) 2009 Monovalent,States,Mississippi,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,15
Influenza A (H1N1) 2009 Monovalent,States,Missouri,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",49.3,28.8 to 70.0,33
Influenza A (H1N1) 2009 Monovalent,States,Nebraska,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",58.2,52.2 to 63.9,261
Influenza A (H1N1) 2009 Monovalent,States,New Jersey,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",34.4,28.4 to 40.9,220
Influenza A (H1N1) 2009 Monovalent,States,New York,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",39.0,31.0 to 47.6,204
Influenza A (H1N1) 2009 Monovalent,States,Ohio,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,29
Influenza A (H1N1) 2009 Monovalent,States,Oklahoma,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",27.8,19.1 to 38.5,234
Influenza A (H1N1) 2009 Monovalent,States,Rhode Island,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",67.5,54.5 to 78.3,83
Influenza A (H1N1) 2009 Monovalent,States,South Carolina,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,29
Influenza A (H1N1) 2009 Monovalent,States,Tennessee,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,18
Influenza A (H1N1) 2009 Monovalent,States,Texas,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",50.9,34.0 to 67.6,37
Influenza A (H1N1) 2009 Monovalent,National,U.S. Median,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",49.3,,47
Influenza A (H1N1) 2009 Monovalent,States,Utah,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",48.1,33.1 to 63.4,53
Influenza A (H1N1) 2009 Monovalent,States,Vermont,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,24
Influenza A (H1N1) 2009 Monovalent,States,Virginia,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,29
Influenza A (H1N1) 2009 Monovalent,States,Washington,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",56.8,50.8 to 62.6,343
Influenza A (H1N1) 2009 Monovalent,States,West Virginia,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",*,*,14
Influenza A (H1N1) 2009 Monovalent,States,Wyoming,2009-10,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",42.9,32.0 to 54.4,60
Influenza A (H1N1) 2009 Monovalent,States,Arkansas,2009-10,Race/Ethnicity,"White, Non-Hispanic",41.4,36.8 to 46.1,764
Influenza A (H1N1) 2009 Monovalent,States,Colorado,2009-10,Race/Ethnicity,"White, Non-Hispanic",44.2,39.6 to 48.9,859
Influenza A (H1N1) 2009 Monovalent,States,Florida,2009-10,Race/Ethnicity,"White, Non-Hispanic",30.4,25.6 to 35.6,438
Influenza A (H1N1) 2009 Monovalent,States,Georgia,2009-10,Race/Ethnicity,"White, Non-Hispanic",32.3,24.3 to 41.4,281
Influenza A (H1N1) 2009 Monovalent,States,Hawaii,2009-10,Race/Ethnicity,"White, Non-Hispanic",45.1,36.3 to 54.2,181
Influenza A (H1N1) 2009 Monovalent,States,Illinois,2009-10,Race/Ethnicity,"White, Non-Hispanic",41.1,37.0 to 45.4,596
Influenza A (H1N1) 2009 Monovalent,States,Louisiana,2009-10,Race/Ethnicity,"White, Non-Hispanic",33.7,27.8 to 40.0,316
Influenza A (H1N1) 2009 Monovalent,States,Maine,2009-10,Race/Ethnicity,"White, Non-Hispanic",58.5,54.2 to 62.7,675
Influenza A (H1N1) 2009 Monovalent,States,Maryland,2009-10,Race/Ethnicity,"White, Non-Hispanic",47.2,40.8 to 53.7,494
Influenza A (H1N1) 2009 Monovalent,States,Massachusetts,2009-10,Race/Ethnicity,"White, Non-Hispanic",57.3,51.1 to 63.2,258
Influenza A (H1N1) 2009 Monovalent,States,Michigan,2009-10,Race/Ethnicity,"White, Non-Hispanic",41.4,37.1 to 45.8,541
Influenza A (H1N1) 2009 Monovalent,States,Minnesota,2009-10,Race/Ethnicity,"White, Non-Hispanic",51.4,47.2 to 55.6,551
Influenza A (H1N1) 2009 Monovalent,States,Mississippi,2009-10,Race/Ethnicity,"White, Non-Hispanic",21.5,17.2 to 26.5,391
Influenza A (H1N1) 2009 Monovalent,States,Missouri,2009-10,Race/Ethnicity,"White, Non-Hispanic",41.2,37.2 to 45.3,793
Influenza A (H1N1) 2009 Monovalent,States,Nebraska,2009-10,Race/Ethnicity,"White, Non-Hispanic",57.1,52.9 to 61.3,511
Influenza A (H1N1) 2009 Monovalent,States,New Jersey,2009-10,Race/Ethnicity,"White, Non-Hispanic",37.4,32.5 to 42.5,390
Influenza A (H1N1) 2009 Monovalent,States,New York,2009-10,Race/Ethnicity,"White, Non-Hispanic",42.3,38.0 to 46.7,745
Influenza A (H1N1) 2009 Monovalent,States,Ohio,2009-10,Race/Ethnicity,"White, Non-Hispanic",42.0,36.7 to 47.5,468
Influenza A (H1N1) 2009 Monovalent,States,Oklahoma,2009-10,Race/Ethnicity,"White, Non-Hispanic",33.3,28.3 to 38.6,934
Influenza A (H1N1) 2009 Monovalent,States,Rhode Island,2009-10,Race/Ethnicity,"White, Non-Hispanic",62.3,57.0 to 67.3,473
Influenza A (H1N1) 2009 Monovalent,States,South Carolina,2009-10,Race/Ethnicity,"White, Non-Hispanic",46.8,38.6 to 55.2,332
Influenza A (H1N1) 2009 Monovalent,States,Tennessee,2009-10,Race/Ethnicity,"White, Non-Hispanic",31.6,26.4 to 37.4,401
Influenza A (H1N1) 2009 Monovalent,States,Texas,2009-10,Race/Ethnicity,"White, Non-Hispanic",35.9,30.3 to 42.0,302
Influenza A (H1N1) 2009 Monovalent,National,U.S. Median,2009-10,Race/Ethnicity,"White, Non-Hispanic",42.3,,473
Influenza A (H1N1) 2009 Monovalent,States,Utah,2009-10,Race/Ethnicity,"White, Non-Hispanic",48.2,44.5 to 52.0,819
Influenza A (H1N1) 2009 Monovalent,States,Vermont,2009-10,Race/Ethnicity,"White, Non-Hispanic",63.1,59.5 to 66.7,696
Influenza A (H1N1) 2009 Monovalent,States,Virginia,2009-10,Race/Ethnicity,"White, Non-Hispanic",46.3,37.5 to 55.2,191
Influenza A (H1N1) 2009 Monovalent,States,Washington,2009-10,Race/Ethnicity,"White, Non-Hispanic",50.1,44.3 to 55.8,290
Influenza A (H1N1) 2009 Monovalent,States,West Virginia,2009-10,Race/Ethnicity,"White, Non-Hispanic",36.3,32.7 to 39.9,1063
Influenza A (H1N1) 2009 Monovalent,States,Wyoming,2009-10,Race/Ethnicity,"White, Non-Hispanic",52.2,46.6 to 57.7,394
Seasonal Influenza,States,Alaska,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,Arkansas,2010-11,Age,≥18 Years,33.4,28.0 to 39.2,510
Seasonal Influenza,States,Colorado,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,Delaware,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,Georgia,2010-11,Age,≥18 Years,21.7,17.2 to 27.1,720
Seasonal Influenza,States,Hawaii,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,Illinois,2010-11,Age,≥18 Years,40.5,37.3 to 43.7,1057
Seasonal Influenza,States,Maine,2010-11,Age,≥18 Years,57.9,53.7 to 62.0,767
Seasonal Influenza,States,Maryland,2010-11,Age,≥18 Years,38.4,34.0 to 43.0,1073
Seasonal Influenza,States,Massachusetts,2010-11,Age,≥18 Years,56.5,52.5 to 60.4,1135
Seasonal Influenza,States,Michigan,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,Minnesota,2010-11,Age,≥18 Years,65.8,62.4 to 69.0,940
Seasonal Influenza,States,Missouri,2010-11,Age,≥18 Years,41.7,38.0 to 45.4,913
Seasonal Influenza,States,Nebraska,2010-11,Age,≥18 Years,66.8,62.9 to 70.4,879
Seasonal Influenza,States,New Jersey,2010-11,Age,≥18 Years,32.7,29.6 to 35.9,1023
Seasonal Influenza,States,New Mexico,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,New York,2010-11,Age,≥18 Years,38.8,35.9 to 41.7,1718
Seasonal Influenza,States,Ohio,2010-11,Age,≥18 Years,26.9,14.1 to 45.4,58
Seasonal Influenza,States,Oklahoma,2010-11,Age,≥18 Years,38.4,33.7 to 43.5,1178
Seasonal Influenza,States,Oregon,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,Pennsylvania,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,Rhode Island,2010-11,Age,≥18 Years,59.5,55.6 to 63.2,851
Seasonal Influenza,States,Texas,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,National,U.S. Median,2010-11,Age,≥18 Years,43.1,,932
Seasonal Influenza,States,Utah,2010-11,Age,≥18 Years,44.5,41.1 to 47.9,1035
Seasonal Influenza,States,Vermont,2010-11,Age,≥18 Years,52.5,48.9 to 56.0,759
Seasonal Influenza,States,Washington,2010-11,Age,≥18 Years,50.5,46.4 to 54.6,932
Seasonal Influenza,States,West Virginia,2010-11,Age,≥18 Years,37.0,33.4 to 40.8,1022
Seasonal Influenza,States,Wisconsin,2010-11,Age,≥18 Years,†,†,
Seasonal Influenza,States,Wyoming,2010-11,Age,≥18 Years,47.1,42.2 to 52.1,548
Seasonal Influenza,States,Alaska,2011-12,Age,≥18 Years,47.2,36.5 to 58.1,109
Seasonal Influenza,States,Arkansas,2011-12,Age,≥18 Years,56.4,48.0 to 64.5,401
Seasonal Influenza,States,Colorado,2011-12,Age,≥18 Years,68.6,58.2 to 77.4,162
Seasonal Influenza,States,Delaware,2011-12,Age,≥18 Years,46.8,42.2 to 51.6,448
Seasonal Influenza,States,Georgia,2011-12,Age,≥18 Years,28.3,23.7 to 33.4,763
Seasonal Influenza,States,Hawaii,2011-12,Age,≥18 Years,45.2,36.3 to 54.4,190
Seasonal Influenza,States,Illinois,2011-12,Age,≥18 Years,48.5,44.4 to 52.7,696
Seasonal Influenza,States,Maine,2011-12,Age,≥18 Years,56.6,50.8 to 62.2,409
Seasonal Influenza,States,Maryland,2011-12,Age,≥18 Years,50.7,44.6 to 56.7,554
Seasonal Influenza,States,Massachusetts,2011-12,Age,≥18 Years,65.5,61.1 to 69.5,844
Seasonal Influenza,States,Michigan,2011-12,Age,≥18 Years,49.3,42.3 to 56.3,348
Seasonal Influenza,States,Minnesota,2011-12,Age,≥18 Years,66.0,61.5 to 70.3,567
Seasonal Influenza,States,Missouri,2011-12,Age,≥18 Years,45.2,40.2 to 50.3,484
Seasonal Influenza,States,Nebraska,2011-12,Age,≥18 Years,62.2,57.6 to 66.6,652
Seasonal Influenza,States,New Jersey,2011-12,Age,≥18 Years,38.3,34.2 to 42.5,668
Seasonal Influenza,States,New Mexico,2011-12,Age,≥18 Years,50.0,45.3 to 54.6,434
Seasonal Influenza,States,New York,2011-12,Age,≥18 Years,44.7,40.5 to 48.9,870
Seasonal Influenza,States,Ohio,2011-12,Age,≥18 Years,45.7,37.4 to 54.3,205
Seasonal Influenza,States,Oklahoma,2011-12,Age,≥18 Years,48.4,42.9 to 53.9,966
Seasonal Influenza,States,Oregon,2011-12,Age,≥18 Years,†,†,
Seasonal Influenza,States,Pennsylvania,2011-12,Age,≥18 Years,48.6,43.7 to 53.6,512
Seasonal Influenza,States,Rhode Island,2011-12,Age,≥18 Years,61.7,56.8 to 66.3,489
Seasonal Influenza,States,Tennessee,2011-12,Age,≥18 Years,41.5,29.2 to 55.0,85
Seasonal Influenza,National,U.S. Median,2011-12,Age,≥18 Years,48.9,,501
Seasonal Influenza,States,Utah,2011-12,Age,≥18 Years,54.3,49.6 to 59.0,587
Seasonal Influenza,States,Vermont,2011-12,Age,≥18 Years,59.8,56.1 to 63.4,696
Seasonal Influenza,States,Washington,2011-12,Age,≥18 Years,58.0,53.3 to 62.6,702
Seasonal Influenza,States,West Virginia,2011-12,Age,≥18 Years,45.5,41.0 to 50.2,722
Seasonal Influenza,States,Wisconsin,2011-12,Age,≥18 Years,65.8,59.0 to 71.9,483
Seasonal Influenza,States,Wyoming,2011-12,Age,≥18 Years,44.2,37.3 to 51.3,260
Seasonal Influenza,States,Alaska,2012-13,Age,≥18 Years,56.6,52.7 to 60.4,920
Seasonal Influenza,States,Arkansas,2012-13,Age,≥18 Years,51.7,46.2 to 57.2,793
Seasonal Influenza,States,Colorado,2012-13,Age,≥18 Years,64.2,60.3 to 67.8,1195
Seasonal Influenza,States,Delaware,2012-13,Age,≥18 Years,48.1,44.7 to 51.5,903
Seasonal Influenza,States,Georgia,2012-13,Age,≥18 Years,35.3,29.1 to 42.0,401
Seasonal Influenza,States,Hawaii,2012-13,Age,≥18 Years,49.0,45.4 to 52.6,1258
Seasonal Influenza,States,Illinois,2012-13,Age,≥18 Years,54.5,51.1 to 57.9,1014
Seasonal Influenza,States,Iowa,2012-13,Age,≥18 Years,71.2,64.5 to 77.1,415
Seasonal Influenza,States,Maine,2012-13,Age,≥18 Years,62.5,58.2 to 66.7,685
Seasonal Influenza,States,Maryland,2012-13,Age,≥18 Years,55.0,51.0 to 58.8,909
Seasonal Influenza,States,Massachusetts,2012-13,Age,≥18 Years,71.2,67.3 to 74.8,1093
Seasonal Influenza,States,Michigan,2012-13,Age,≥18 Years,46.6,43.3 to 49.9,1659
Seasonal Influenza,States,Minnesota,2012-13,Age,≥18 Years,70.0,66.6 to 73.2,969
Seasonal Influenza,States,Missouri,2012-13,Age,≥18 Years,54.1,50.3 to 57.8,870
Seasonal Influenza,States,Nebraska,2012-13,Age,≥18 Years,65.2,61.7 to 68.4,1159
Seasonal Influenza,States,New Hampshire,2012-13,Age,≥18 Years,72.8,65.5 to 79.0,247
Seasonal Influenza,States,New Jersey,2012-13,Age,≥18 Years,42.5,39.1 to 45.9,996
Seasonal Influenza,States,New Mexico,2012-13,Age,≥18 Years,56.6,53.3 to 59.9,1124
Seasonal Influenza,States,New York,2012-13,Age,≥18 Years,47.0,43.9 to 50.1,1716
Seasonal Influenza,States,Ohio,2012-13,Age,≥18 Years,40.2,36.1 to 44.5,781
Seasonal Influenza,States,Oklahoma,2012-13,Age,≥18 Years,48.5,44.0 to 53.0,1461
Seasonal Influenza,States,Oregon,2012-13,Age,≥18 Years,59.8,55.2 to 64.3,1039
Seasonal Influenza,States,Pennsylvania,2012-13,Age,≥18 Years,53.5,49.2 to 57.8,699
Seasonal Influenza,States,Rhode Island,2012-13,Age,≥18 Years,69.0,66.0 to 71.9,1061
Seasonal Influenza,States,Tennessee,2012-13,Age,≥18 Years,50.5,45.7 to 55.2,670
Seasonal Influenza,National,U.S. Median,2012-13,Age,≥18 Years,55.0,,969
Seasonal Influenza,States,Utah,2012-13,Age,≥18 Years,55.9,52.5 to 59.2,1267
Seasonal Influenza,States,Vermont,2012-13,Age,≥18 Years,66.2,62.6 to 69.6,718
Seasonal Influenza,States,Washington,2012-13,Age,≥18 Years,66.7,62.3 to 70.8,770
Seasonal Influenza,States,West Virginia,2012-13,Age,≥18 Years,49.4,45.3 to 53.4,1020
Seasonal Influenza,States,Wisconsin,2012-13,Age,≥18 Years,63.5,58.8 to 67.9,1079
Seasonal Influenza,States,Wyoming,2012-13,Age,≥18 Years,51.0,45.8 to 56.1,579
Seasonal Influenza,States,Alabama,2013-14,Age,≥18 Years,45.6,40.3 to 51.1,319
Seasonal Influenza,States,Alaska,2013-14,Age,≥18 Years,59.6,55.6 to 63.5,900
Seasonal Influenza,States,Arkansas,2013-14,Age,≥18 Years,46.9,37.6 to 56.4,272
Seasonal Influenza,States,Colorado,2013-14,Age,≥18 Years,60.5,54.7 to 66.1,528
Seasonal Influenza,States,Connecticut,2013-14,Age,≥18 Years,72.7,67.7 to 77.3,551
Seasonal Influenza,States,Delaware,2013-14,Age,≥18 Years,55.4,51.5 to 59.3,677
Seasonal Influenza,States,Georgia,2013-14,Age,≥18 Years,26.4,20.7 to 33.0,479
Seasonal Influenza,States,Hawaii,2013-14,Age,≥18 Years,49.7,45.6 to 53.8,1052
Seasonal Influenza,States,Illinois,2013-14,Age,≥18 Years,54.2,50.8 to 57.6,979
Seasonal Influenza,States,Iowa,2013-14,Age,≥18 Years,67.2,62.0 to 72.0,790
Seasonal Influenza,States,Maine,2013-14,Age,≥18 Years,63.2,58.8 to 67.4,677
Seasonal Influenza,States,Maryland,2013-14,Age,≥18 Years,52.6,48.9 to 56.4,964
Seasonal Influenza,States,Massachusetts,2013-14,Age,≥18 Years,75.4,71.7 to 78.8,1111
Seasonal Influenza,States,Michigan,2013-14,Age,≥18 Years,53.3,47.6 to 58.8,595
Seasonal Influenza,States,Minnesota,2013-14,Age,≥18 Years,69.5,64.2 to 74.3,414
Seasonal Influenza,States,Missouri,2013-14,Age,≥18 Years,56.9,53.0 to 60.6,842
Seasonal Influenza,States,Nebraska,2013-14,Age,≥18 Years,69.3,65.8 to 72.6,1078
Seasonal Influenza,States,New Hampshire,2013-14,Age,≥18 Years,58.9,53.4 to 64.2,458
Seasonal Influenza,States,New Jersey,2013-14,Age,≥18 Years,53.2,48.4 to 57.8,550
Seasonal Influenza,States,New Mexico,2013-14,Age,≥18 Years,63.6,60.6 to 66.6,1154
Seasonal Influenza,States,New York,2013-14,Age,≥18 Years,58.8,55.7 to 61.7,1629
Seasonal Influenza,States,Ohio,2013-14,Age,≥18 Years,52.1,47.0 to 57.2,605
Seasonal Influenza,States,Oklahoma,2013-14,Age,≥18 Years,53.7,49.0 to 58.3,1396
Seasonal Influenza,States,Oregon,2013-14,Age,≥18 Years,57.0,50.3 to 63.4,455
Seasonal Influenza,States,Pennsylvania,2013-14,Age,≥18 Years,56.7,52.6 to 60.7,772
Seasonal Influenza,States,Rhode Island,2013-14,Age,≥18 Years,76.1,72.8 to 79.1,863
Seasonal Influenza,States,Tennessee,2013-14,Age,≥18 Years,51.1,45.6 to 56.7,528
Seasonal Influenza,National,U.S. Median,2013-14,Age,≥18 Years,57.0,,772
Seasonal Influenza,States,Utah,2013-14,Age,≥18 Years,60.8,57.0 to 64.5,963
Seasonal Influenza,States,Vermont,2013-14,Age,≥18 Years,63.6,59.9 to 67.2,698
Seasonal Influenza,States,Washington,2013-14,Age,≥18 Years,64.9,60.7 to 68.9,804
Seasonal Influenza,States,West Virginia,2013-14,Age,≥18 Years,51.3,47.2 to 55.5,952
Seasonal Influenza,States,Wisconsin,2013-14,Age,≥18 Years,67.9,63.3 to 72.2,1021
Seasonal Influenza,States,Wyoming,2013-14,Age,≥18 Years,50.3,44.8 to 55.8,438
Seasonal Influenza,States,Alabama,2014-15,Age,≥18 Years,48.5,44.5 to 52.4,607
Seasonal Influenza,States,Alaska,2014-15,Age,≥18 Years,62.0,57.9 to 65.9,870
Seasonal Influenza,States,Arkansas,2014-15,Age,≥18 Years,61.6,54.3 to 68.3,336
Seasonal Influenza,States,Colorado,2014-15,Age,≥18 Years,73.6,68.9 to 77.7,676
Seasonal Influenza,States,Connecticut,2014-15,Age,≥18 Years,68.2,63.9 to 72.2,834
Seasonal Influenza,States,Delaware,2014-15,Age,≥18 Years,57.6,53.7 to 61.5,667
Seasonal Influenza,States,Hawaii,2014-15,Age,≥18 Years,62.3,58.1 to 66.4,888
Seasonal Influenza,States,Illinois,2014-15,Age,≥18 Years,56.9,53.5 to 60.1,1034
Seasonal Influenza,States,Iowa,2014-15,Age,≥18 Years,71.9,66.9 to 76.5,768
Seasonal Influenza,States,Louisiana,2014-15,Age,≥18 Years,50.2,45.0 to 55.3,727
Seasonal Influenza,States,Maine,2014-15,Age,≥18 Years,60.5,55.8 to 65.1,595
Seasonal Influenza,States,Maryland,2014-15,Age,≥18 Years,57.5,53.8 to 61.2,899
Seasonal Influenza,States,Massachusetts,2014-15,Age,≥18 Years,73.9,70.2 to 77.2,1017
Seasonal Influenza,States,Michigan,2014-15,Age,≥18 Years,59.3,54.2 to 64.2,592
